,GCA_024169515.1,GCA_918698235.1,GCA_014773485.1
Cluster_376,OCILAMFM_02071,LBGCNHPF_00844,OEIEKCCN_01778
Cluster_377,OCILAMFM_00418,LBGCNHPF_01846,OEIEKCCN_02513
Cluster_378,,LBGCNHPF_03037,OEIEKCCN_03335
Cluster_379,OCILAMFM_02149,,
Cluster_380,OCILAMFM_02776,LBGCNHPF_02949,OEIEKCCN_03248
Cluster_381,OCILAMFM_01216,LBGCNHPF_03538,OEIEKCCN_04485
Cluster_382,OCILAMFM_02913,LBGCNHPF_01493,OEIEKCCN_03112
Cluster_383,OCILAMFM_00347,LBGCNHPF_01776,OEIEKCCN_02443
Cluster_384,OCILAMFM_00909,LBGCNHPF_02240,OEIEKCCN_02799
Cluster_385,OCILAMFM_03672,LBGCNHPF_00343,OEIEKCCN_01266
Cluster_386,OCILAMFM_01707,LBGCNHPF_03419,OEIEKCCN_00002
Cluster_387,OCILAMFM_01568,LBGCNHPF_02862,OEIEKCCN_04601
Cluster_388,OCILAMFM_00637,LBGCNHPF_03242,OEIEKCCN_03056
Cluster_389,OCILAMFM_03622,LBGCNHPF_00392,OEIEKCCN_01217
Cluster_390,OCILAMFM_02698,LBGCNHPF_03029,OEIEKCCN_03327
Cluster_391,OCILAMFM_02187,LBGCNHPF_00914,OEIEKCCN_01708
Cluster_392,OCILAMFM_02647,LBGCNHPF_03079,OEIEKCCN_03377
Cluster_393,,LBGCNHPF_00721,OEIEKCCN_01901
Cluster_394,OCILAMFM_02192,LBGCNHPF_00919,OEIEKCCN_01703
Cluster_395,OCILAMFM_02612,LBGCNHPF_03115,OEIEKCCN_03412
Cluster_396,,LBGCNHPF_00451,
Cluster_397,OCILAMFM_01574,LBGCNHPF_02869,OEIEKCCN_04608
Cluster_398,OCILAMFM_02589,LBGCNHPF_03140,OEIEKCCN_03437
Cluster_399,OCILAMFM_03534,LBGCNHPF_00512,OEIEKCCN_01118
Cluster_400,OCILAMFM_02440,LBGCNHPF_03998,OEIEKCCN_01465
Cluster_401,OCILAMFM_03038,LBGCNHPF_01357,OEIEKCCN_00686
Cluster_402,OCILAMFM_01715,LBGCNHPF_04012,OEIEKCCN_00288
Cluster_403,OCILAMFM_02963,LBGCNHPF_01439,OEIEKCCN_00604
Cluster_404,OCILAMFM_00940,,
Cluster_405,OCILAMFM_04264,LBGCNHPF_02436,OEIEKCCN_02129
Cluster_406,OCILAMFM_02017,LBGCNHPF_00790,OEIEKCCN_01832
Cluster_407,OCILAMFM_00931,LBGCNHPF_02218,OEIEKCCN_02777
Cluster_408,OCILAMFM_04203,,
Cluster_409,OCILAMFM_00140,LBGCNHPF_02565,OEIEKCCN_02257
Cluster_410,OCILAMFM_00663,LBGCNHPF_03267,OEIEKCCN_03031
Cluster_411,,,OEIEKCCN_03770
Cluster_412,OCILAMFM_01500,LBGCNHPF_02797,OEIEKCCN_04536
Cluster_413,,LBGCNHPF_04263,
Cluster_414,OCILAMFM_01758,LBGCNHPF_04054,OEIEKCCN_00246
Cluster_415,OCILAMFM_03117,LBGCNHPF_01281,OEIEKCCN_00760
Cluster_416,OCILAMFM_01381,LBGCNHPF_02669,OEIEKCCN_04320
Cluster_417,OCILAMFM_01556,LBGCNHPF_02850,OEIEKCCN_04589
Cluster_418,OCILAMFM_01040,LBGCNHPF_02098,OEIEKCCN_02671
Cluster_419,OCILAMFM_01599,LBGCNHPF_03315,OEIEKCCN_00105
Cluster_420,OCILAMFM_02896,LBGCNHPF_01510,OEIEKCCN_03129
Cluster_421,OCILAMFM_02579,LBGCNHPF_03150,OEIEKCCN_03447
Cluster_422,OCILAMFM_00076,LBGCNHPF_02504,OEIEKCCN_02197
Cluster_423,OCILAMFM_01380,LBGCNHPF_02668,OEIEKCCN_04321
Cluster_424,,LBGCNHPF_00716,OEIEKCCN_01906
Cluster_425,OCILAMFM_01214,LBGCNHPF_03536,OEIEKCCN_04487
Cluster_426,OCILAMFM_00631,LBGCNHPF_03236,OEIEKCCN_03062
Cluster_427,OCILAMFM_02243,LBGCNHPF_00965,OEIEKCCN_01663
Cluster_428,OCILAMFM_00438,LBGCNHPF_01865,OEIEKCCN_02532
Cluster_429,,LBGCNHPF_03717,OEIEKCCN_03475
Cluster_430,OCILAMFM_01030,LBGCNHPF_02108,OEIEKCCN_02681
Cluster_431,OCILAMFM_03438,LBGCNHPF_03711,OEIEKCCN_01025
Cluster_432,OCILAMFM_00335,LBGCNHPF_01767,OEIEKCCN_02434
Cluster_433,OCILAMFM_01907,LBGCNHPF_00676,OEIEKCCN_01945
Cluster_434,OCILAMFM_00480,,
Cluster_435,OCILAMFM_04399,LBGCNHPF_04103,OEIEKCCN_00317
Cluster_436,OCILAMFM_03009,LBGCNHPF_01386,OEIEKCCN_00657
Cluster_437,OCILAMFM_02899,LBGCNHPF_01507,OEIEKCCN_03126
Cluster_438,OCILAMFM_02706,LBGCNHPF_03021,OEIEKCCN_03319
Cluster_439,OCILAMFM_02620,LBGCNHPF_03107,OEIEKCCN_03404
Cluster_440,OCILAMFM_02302,LBGCNHPF_01029,OEIEKCCN_01599
Cluster_441,OCILAMFM_02825,LBGCNHPF_02900,OEIEKCCN_03199
Cluster_442,OCILAMFM_02621,LBGCNHPF_03106,OEIEKCCN_03403
Cluster_443,OCILAMFM_02131,,
Cluster_444,OCILAMFM_03061,LBGCNHPF_01332,OEIEKCCN_00709
Cluster_445,OCILAMFM_03020,LBGCNHPF_01375,OEIEKCCN_00668
Cluster_446,OCILAMFM_01114,LBGCNHPF_02024,OEIEKCCN_02597
Cluster_447,OCILAMFM_00083,LBGCNHPF_02511,OEIEKCCN_02204
Cluster_448,OCILAMFM_02660,LBGCNHPF_03068,OEIEKCCN_03366
Cluster_449,OCILAMFM_03865,LBGCNHPF_00161,OEIEKCCN_04022
Cluster_450,OCILAMFM_00091,LBGCNHPF_02519,OEIEKCCN_02212
Cluster_451,OCILAMFM_04079,LBGCNHPF_03443,OEIEKCCN_03717
Cluster_452,OCILAMFM_04123,LBGCNHPF_03492,OEIEKCCN_03827
Cluster_453,OCILAMFM_03027,LBGCNHPF_01368,OEIEKCCN_00675
Cluster_454,OCILAMFM_04111,LBGCNHPF_03480,OEIEKCCN_03753
Cluster_455,OCILAMFM_01290,LBGCNHPF_03612,OEIEKCCN_04410
Cluster_456,OCILAMFM_01966,LBGCNHPF_00747,OEIEKCCN_01875
Cluster_457,OCILAMFM_00930,LBGCNHPF_02219,OEIEKCCN_02778
Cluster_458,OCILAMFM_02042,LBGCNHPF_00815,OEIEKCCN_01807
Cluster_459,,,OEIEKCCN_04215
Cluster_460,OCILAMFM_01822,LBGCNHPF_04432,OEIEKCCN_02030
Cluster_461,OCILAMFM_01482,LBGCNHPF_02777,OEIEKCCN_04516
Cluster_462,OCILAMFM_03008,LBGCNHPF_01387,OEIEKCCN_00656
Cluster_463,OCILAMFM_03426,LBGCNHPF_03699,OEIEKCCN_01013
Cluster_464,OCILAMFM_00148,LBGCNHPF_02573,OEIEKCCN_02265
Cluster_465,OCILAMFM_04170,LBGCNHPF_frag_02339_02340,OEIEKCCN_03862
Cluster_466,OCILAMFM_03523,LBGCNHPF_00523,OEIEKCCN_01107
Cluster_467,OCILAMFM_00298,LBGCNHPF_01735,OEIEKCCN_02402
Cluster_468,OCILAMFM_03147,,
Cluster_469,OCILAMFM_02296,LBGCNHPF_01023,OEIEKCCN_01605
Cluster_470,,,OEIEKCCN_02754
Cluster_471,OCILAMFM_02908,LBGCNHPF_01498,OEIEKCCN_03117
Cluster_472,OCILAMFM_02999,LBGCNHPF_01404,OEIEKCCN_00640
Cluster_473,OCILAMFM_03507,LBGCNHPF_00539,OEIEKCCN_01091
Cluster_474,OCILAMFM_02441,LBGCNHPF_03999,OEIEKCCN_01464
Cluster_475,OCILAMFM_00708,LBGCNHPF_03832,OEIEKCCN_02986
Cluster_476,OCILAMFM_00690,LBGCNHPF_03294,OEIEKCCN_03004
Cluster_477,OCILAMFM_00630,LBGCNHPF_03235,OEIEKCCN_03063
Cluster_478,OCILAMFM_03089,LBGCNHPF_01304,OEIEKCCN_00737
Cluster_479,OCILAMFM_00546,LBGCNHPF_01940,OEIEKCCN_00413
Cluster_480,OCILAMFM_00270,LBGCNHPF_01707,OEIEKCCN_02374
Cluster_481,OCILAMFM_00865,LBGCNHPF_02279,OEIEKCCN_02838
Cluster_482,OCILAMFM_02616,LBGCNHPF_03111,OEIEKCCN_03408
Cluster_483,OCILAMFM_04137,LBGCNHPF_03506,OEIEKCCN_03841
Cluster_484,OCILAMFM_00036,LBGCNHPF_02475,OEIEKCCN_02168
Cluster_485,OCILAMFM_04285,,
Cluster_486,OCILAMFM_03171,LBGCNHPF_01278,OEIEKCCN_00763
Cluster_487,OCILAMFM_00065,LBGCNHPF_02493,OEIEKCCN_02186
Cluster_488,OCILAMFM_03877,LBGCNHPF_00149,OEIEKCCN_04046;OEIEKCCN_03489
Cluster_489,,LBGCNHPF_04201,
Cluster_490,OCILAMFM_01975,LBGCNHPF_00756,OEIEKCCN_01866
Cluster_491,OCILAMFM_01873,LBGCNHPF_00642,OEIEKCCN_01979
Cluster_492,OCILAMFM_00130,LBGCNHPF_02559,OEIEKCCN_02251
Cluster_493,OCILAMFM_01954,,
Cluster_494,OCILAMFM_02208,,
Cluster_495,OCILAMFM_02974,LBGCNHPF_01429,OEIEKCCN_00614
Cluster_496,OCILAMFM_03846,LBGCNHPF_00180,OEIEKCCN_01433;OEIEKCCN_03998
Cluster_497,OCILAMFM_00803,LBGCNHPF_03923,OEIEKCCN_02896
Cluster_498,OCILAMFM_01261,LBGCNHPF_03583,OEIEKCCN_04438
Cluster_499,OCILAMFM_02932,LBGCNHPF_01474,OEIEKCCN_03093
Cluster_500,OCILAMFM_02658,LBGCNHPF_03070,OEIEKCCN_03368
Cluster_501,OCILAMFM_04069,LBGCNHPF_03433,OEIEKCCN_03707
Cluster_502,OCILAMFM_00136,,
Cluster_503,OCILAMFM_01605,LBGCNHPF_03321,OEIEKCCN_00099
Cluster_504,OCILAMFM_03418,LBGCNHPF_03691,OEIEKCCN_01005
Cluster_505,OCILAMFM_01580,LBGCNHPF_02875,OEIEKCCN_04614
Cluster_506,OCILAMFM_03024,LBGCNHPF_01371,OEIEKCCN_00672
Cluster_507,OCILAMFM_03384,LBGCNHPF_03654,OEIEKCCN_00966
Cluster_508,OCILAMFM_02016,LBGCNHPF_00789,OEIEKCCN_01833
Cluster_509,OCILAMFM_01901,LBGCNHPF_00670,OEIEKCCN_01951
Cluster_510,OCILAMFM_00102,LBGCNHPF_02530,OEIEKCCN_02223
Cluster_511,OCILAMFM_00459,,
Cluster_512,OCILAMFM_01398,LBGCNHPF_02686,OEIEKCCN_04303
Cluster_513,,,OEIEKCCN_04212
Cluster_514,OCILAMFM_03873,,
Cluster_515,OCILAMFM_04295,,
Cluster_516,OCILAMFM_02232,LBGCNHPF_00954,OEIEKCCN_01674
Cluster_517,OCILAMFM_00636,LBGCNHPF_03241,OEIEKCCN_03057
Cluster_518,,LBGCNHPF_03222,OEIEKCCN_03076
Cluster_519,OCILAMFM_02801,LBGCNHPF_02924,OEIEKCCN_03223
Cluster_520,OCILAMFM_01453,LBGCNHPF_02735,OEIEKCCN_04255
Cluster_521,OCILAMFM_00157,,
Cluster_522,OCILAMFM_00509,LBGCNHPF_01904,OEIEKCCN_00377
Cluster_523,OCILAMFM_01612,LBGCNHPF_03328,OEIEKCCN_00092
Cluster_524,OCILAMFM_02795,LBGCNHPF_02930,OEIEKCCN_03229
Cluster_525,OCILAMFM_02735,LBGCNHPF_02990,OEIEKCCN_03288
Cluster_526,OCILAMFM_04145,LBGCNHPF_03514,OEIEKCCN_03849
Cluster_527,OCILAMFM_03416,LBGCNHPF_03689,OEIEKCCN_01003
Cluster_528,OCILAMFM_03417,LBGCNHPF_03690,OEIEKCCN_01004
Cluster_529,OCILAMFM_02290,LBGCNHPF_01017,OEIEKCCN_01611
Cluster_530,OCILAMFM_00451,LBGCNHPF_01878,OEIEKCCN_02545
Cluster_531,OCILAMFM_01006,LBGCNHPF_02132,OEIEKCCN_02705
Cluster_532,,LBGCNHPF_01651,
Cluster_533,OCILAMFM_03000,LBGCNHPF_01395,OEIEKCCN_00648
Cluster_534,OCILAMFM_01894,LBGCNHPF_00663,OEIEKCCN_01958
Cluster_535,,LBGCNHPF_00469,
Cluster_536,OCILAMFM_01962,,
Cluster_537,OCILAMFM_03710,LBGCNHPF_00301,OEIEKCCN_01306;OEIEKCCN_03870
Cluster_538,OCILAMFM_00133,LBGCNHPF_02562,OEIEKCCN_02254
Cluster_539,OCILAMFM_02716,LBGCNHPF_03009,OEIEKCCN_03307
Cluster_540,,LBGCNHPF_02624,OEIEKCCN_04373
Cluster_541,OCILAMFM_00864,LBGCNHPF_02280,OEIEKCCN_02839
Cluster_542,OCILAMFM_00743,LBGCNHPF_03864,OEIEKCCN_02955
Cluster_543,OCILAMFM_01439,LBGCNHPF_02720,OEIEKCCN_04269
Cluster_544,,LBGCNHPF_04226,
Cluster_545,OCILAMFM_03659,LBGCNHPF_00355,OEIEKCCN_01254
Cluster_546,OCILAMFM_01889,LBGCNHPF_00658,OEIEKCCN_01963
Cluster_547,OCILAMFM_00273,LBGCNHPF_01710,OEIEKCCN_02377
Cluster_548,OCILAMFM_00366,LBGCNHPF_01795,OEIEKCCN_02462
Cluster_549,OCILAMFM_01712,LBGCNHPF_04009,OEIEKCCN_00291
Cluster_550,OCILAMFM_01971,LBGCNHPF_00752,OEIEKCCN_01870
Cluster_551,OCILAMFM_01902,LBGCNHPF_00671,OEIEKCCN_01950
Cluster_552,OCILAMFM_03883,LBGCNHPF_00143,OEIEKCCN_03495;OEIEKCCN_04052
Cluster_553,OCILAMFM_04063,LBGCNHPF_03426,OEIEKCCN_03701
Cluster_554,OCILAMFM_01525,LBGCNHPF_02823,OEIEKCCN_04562
Cluster_555,OCILAMFM_03212,LBGCNHPF_01237,OEIEKCCN_00804
Cluster_556,OCILAMFM_01835,LBGCNHPF_00603,OEIEKCCN_02017
Cluster_557,OCILAMFM_03058,LBGCNHPF_01335,OEIEKCCN_00706
Cluster_558,OCILAMFM_01956,LBGCNHPF_00745,OEIEKCCN_01877
Cluster_559,OCILAMFM_02809,LBGCNHPF_02916,OEIEKCCN_03215
Cluster_560,OCILAMFM_03905,LBGCNHPF_00121,OEIEKCCN_04074;OEIEKCCN_03517
Cluster_561,OCILAMFM_04032,,OEIEKCCN_03654
Cluster_562,,LBGCNHPF_01885,
Cluster_563,OCILAMFM_00511,,
Cluster_564,OCILAMFM_01772,LBGCNHPF_04068,OEIEKCCN_00232
Cluster_565,OCILAMFM_00639,LBGCNHPF_03244,OEIEKCCN_03054
Cluster_566,OCILAMFM_04058,LBGCNHPF_03421,OEIEKCCN_03696
Cluster_567,,LBGCNHPF_01906,OEIEKCCN_00379
Cluster_568,OCILAMFM_03552,LBGCNHPF_00494,OEIEKCCN_01136
Cluster_569,OCILAMFM_00210,LBGCNHPF_01592,OEIEKCCN_02316
Cluster_570,OCILAMFM_03553,LBGCNHPF_00493,OEIEKCCN_01137
Cluster_571,OCILAMFM_02028,LBGCNHPF_00801,OEIEKCCN_01821
Cluster_572,OCILAMFM_03606,LBGCNHPF_00408,OEIEKCCN_01201
Cluster_573,OCILAMFM_01832,LBGCNHPF_04422,OEIEKCCN_02020
Cluster_574,OCILAMFM_03085,LBGCNHPF_01308,OEIEKCCN_00733
Cluster_575,OCILAMFM_01253,LBGCNHPF_03575,OEIEKCCN_04446
Cluster_576,OCILAMFM_03618,LBGCNHPF_00396,OEIEKCCN_01213
Cluster_577,,LBGCNHPF_04223,
Cluster_578,OCILAMFM_00443,LBGCNHPF_01870,OEIEKCCN_02537
Cluster_579,,LBGCNHPF_02063,OEIEKCCN_02636
Cluster_580,OCILAMFM_04329,,
Cluster_581,OCILAMFM_02288,LBGCNHPF_01015,OEIEKCCN_01613
Cluster_582,OCILAMFM_00355,LBGCNHPF_01784,OEIEKCCN_02451
Cluster_583,OCILAMFM_01452,LBGCNHPF_02734,OEIEKCCN_04256
Cluster_584,OCILAMFM_03232,LBGCNHPF_01217,OEIEKCCN_00824
Cluster_585,OCILAMFM_00265,LBGCNHPF_01702,OEIEKCCN_02369
Cluster_586,OCILAMFM_02380,LBGCNHPF_03938,OEIEKCCN_01525
Cluster_587,OCILAMFM_02356,LBGCNHPF_01083,OEIEKCCN_01545
Cluster_588,OCILAMFM_04148,LBGCNHPF_03517,OEIEKCCN_03852
Cluster_589,OCILAMFM_00601,LBGCNHPF_03200,OEIEKCCN_00470
Cluster_590,,LBGCNHPF_03671,OEIEKCCN_00985
Cluster_591,OCILAMFM_01999,LBGCNHPF_00772,OEIEKCCN_01850
Cluster_592,OCILAMFM_02893,LBGCNHPF_01513,OEIEKCCN_03132
Cluster_593,OCILAMFM_01820,LBGCNHPF_04434,OEIEKCCN_02032
Cluster_594,OCILAMFM_00284,LBGCNHPF_01721,OEIEKCCN_02388
Cluster_595,OCILAMFM_00046,,
Cluster_596,OCILAMFM_03328,LBGCNHPF_01115,OEIEKCCN_00904
Cluster_597,OCILAMFM_03866,LBGCNHPF_00160,OEIEKCCN_04023
Cluster_598,OCILAMFM_02958,LBGCNHPF_01444,OEIEKCCN_00599
Cluster_599,OCILAMFM_03667,LBGCNHPF_00348,OEIEKCCN_01261
Cluster_600,OCILAMFM_01817,LBGCNHPF_04351,OEIEKCCN_00492
Cluster_601,OCILAMFM_03599,LBGCNHPF_00415,OEIEKCCN_01194
Cluster_602,OCILAMFM_02214,LBGCNHPF_00930,OEIEKCCN_01692
Cluster_603,OCILAMFM_01935,LBGCNHPF_00703,OEIEKCCN_01919
Cluster_604,,LBGCNHPF_02503,OEIEKCCN_02196
Cluster_605,OCILAMFM_00075,,
Cluster_606,OCILAMFM_02466,LBGCNHPF_03807,OEIEKCCN_00133
Cluster_607,,LBGCNHPF_00188,OEIEKCCN_03990;OEIEKCCN_01425
Cluster_608,OCILAMFM_03386,LBGCNHPF_03656,OEIEKCCN_00968
Cluster_609,OCILAMFM_00079,LBGCNHPF_02507,OEIEKCCN_02200
Cluster_610,,LBGCNHPF_03010,OEIEKCCN_03308
Cluster_611,OCILAMFM_02715,,
Cluster_612,OCILAMFM_04403,,
Cluster_613,OCILAMFM_02949,LBGCNHPF_01453,OEIEKCCN_00583
Cluster_614,OCILAMFM_00386,LBGCNHPF_01814,OEIEKCCN_02481
Cluster_615,OCILAMFM_02511,LBGCNHPF_03764,OEIEKCCN_00177
Cluster_616,OCILAMFM_00894,LBGCNHPF_02250,OEIEKCCN_02809
Cluster_617,,LBGCNHPF_03669,OEIEKCCN_00983
Cluster_618,,LBGCNHPF_04451,
Cluster_619,OCILAMFM_02901,LBGCNHPF_01505,OEIEKCCN_03124
Cluster_620,OCILAMFM_02516,LBGCNHPF_03759,OEIEKCCN_00182
Cluster_621,OCILAMFM_02954,LBGCNHPF_01448,OEIEKCCN_00588
Cluster_622,OCILAMFM_02295,LBGCNHPF_01022,OEIEKCCN_01606
Cluster_623,OCILAMFM_02831,LBGCNHPF_02894,OEIEKCCN_03193
Cluster_624,OCILAMFM_03614,LBGCNHPF_00400,OEIEKCCN_01209
Cluster_625,OCILAMFM_02057,LBGCNHPF_00830,OEIEKCCN_01792
Cluster_626,OCILAMFM_04263,LBGCNHPF_02435,OEIEKCCN_02128
Cluster_627,OCILAMFM_00448,LBGCNHPF_01875,OEIEKCCN_02542
Cluster_628,OCILAMFM_03498,LBGCNHPF_00548,OEIEKCCN_01082
Cluster_629,OCILAMFM_03572,LBGCNHPF_00473,OEIEKCCN_01157
Cluster_630,OCILAMFM_02239,LBGCNHPF_00961,OEIEKCCN_01667
Cluster_631,,LBGCNHPF_03170,OEIEKCCN_03467
Cluster_632,OCILAMFM_01338,LBGCNHPF_02630,OEIEKCCN_04367
Cluster_633,OCILAMFM_04062,LBGCNHPF_03425,OEIEKCCN_03700
Cluster_634,OCILAMFM_01672,LBGCNHPF_03384,OEIEKCCN_00037
Cluster_635,OCILAMFM_02538,LBGCNHPF_03738,OEIEKCCN_00203
Cluster_636,OCILAMFM_02955,LBGCNHPF_01447,OEIEKCCN_00589
Cluster_637,OCILAMFM_03497,LBGCNHPF_00549,OEIEKCCN_01081
Cluster_638,OCILAMFM_03178,LBGCNHPF_01271,OEIEKCCN_00770
Cluster_639,,LBGCNHPF_03719,OEIEKCCN_03477
Cluster_640,OCILAMFM_03479,LBGCNHPF_00566,OEIEKCCN_01064
Cluster_641,,,OEIEKCCN_02355
Cluster_642,OCILAMFM_03983,LBGCNHPF_00045,OEIEKCCN_04149;OEIEKCCN_03592
Cluster_643,,LBGCNHPF_04253,
Cluster_644,OCILAMFM_02712,LBGCNHPF_03013,OEIEKCCN_03311
Cluster_645,OCILAMFM_01437,LBGCNHPF_02718,OEIEKCCN_04271
Cluster_646,,LBGCNHPF_01124,
Cluster_647,OCILAMFM_01716,LBGCNHPF_04013,OEIEKCCN_00287
Cluster_648,,,OEIEKCCN_00368
Cluster_649,OCILAMFM_01899,LBGCNHPF_00668,OEIEKCCN_01953
Cluster_650,OCILAMFM_00934,LBGCNHPF_02215,OEIEKCCN_02774
Cluster_651,OCILAMFM_02933,LBGCNHPF_01473,OEIEKCCN_03092
Cluster_652,OCILAMFM_04001,LBGCNHPF_00025,OEIEKCCN_04169;OEIEKCCN_03612
Cluster_653,,LBGCNHPF_04229,
Cluster_654,OCILAMFM_02959,LBGCNHPF_01443,OEIEKCCN_00600
Cluster_655,OCILAMFM_03452,LBGCNHPF_00592,OEIEKCCN_01039
Cluster_656,OCILAMFM_03880,LBGCNHPF_00146,OEIEKCCN_04049;OEIEKCCN_03492
Cluster_657,OCILAMFM_01561,LBGCNHPF_02855,OEIEKCCN_04594
Cluster_658,OCILAMFM_00501,,
Cluster_659,OCILAMFM_02964,LBGCNHPF_01438,OEIEKCCN_00605
Cluster_660,OCILAMFM_03199,LBGCNHPF_01250,OEIEKCCN_00791
Cluster_661,OCILAMFM_03518,LBGCNHPF_00528,OEIEKCCN_01102
Cluster_662,OCILAMFM_00959,LBGCNHPF_02191,OEIEKCCN_02751
Cluster_663,,LBGCNHPF_04198,
Cluster_664,OCILAMFM_00573,LBGCNHPF_01973,OEIEKCCN_00446
Cluster_665,OCILAMFM_02788,LBGCNHPF_02937,OEIEKCCN_03236
Cluster_666,OCILAMFM_02531,LBGCNHPF_03745,OEIEKCCN_00196
Cluster_667,OCILAMFM_01841,LBGCNHPF_00609,OEIEKCCN_02011
Cluster_668,OCILAMFM_01769,LBGCNHPF_04065,OEIEKCCN_00235
Cluster_669,OCILAMFM_03646,LBGCNHPF_00368,OEIEKCCN_01241
Cluster_670,OCILAMFM_03658,LBGCNHPF_00356,OEIEKCCN_01253
Cluster_671,OCILAMFM_01919,LBGCNHPF_00688,OEIEKCCN_01933
Cluster_672,OCILAMFM_00369,LBGCNHPF_01798,OEIEKCCN_02465
Cluster_673,OCILAMFM_03844,LBGCNHPF_00182,OEIEKCCN_03996;OEIEKCCN_01431
Cluster_674,OCILAMFM_03850,LBGCNHPF_00176,OEIEKCCN_04002;OEIEKCCN_01437
Cluster_675,OCILAMFM_02096,LBGCNHPF_00868,OEIEKCCN_01754
Cluster_676,OCILAMFM_02014,LBGCNHPF_00787,OEIEKCCN_01835
Cluster_677,OCILAMFM_00849,LBGCNHPF_02291,OEIEKCCN_02850
Cluster_678,OCILAMFM_01711,LBGCNHPF_04008,OEIEKCCN_00292
Cluster_679,OCILAMFM_03380,LBGCNHPF_03645,OEIEKCCN_00957
Cluster_680,OCILAMFM_00039,LBGCNHPF_02478,OEIEKCCN_02171
Cluster_681,OCILAMFM_00139,LBGCNHPF_02564,OEIEKCCN_02256
Cluster_682,OCILAMFM_00705,LBGCNHPF_03830,OEIEKCCN_02988
Cluster_683,OCILAMFM_00181,LBGCNHPF_01569,OEIEKCCN_02291
Cluster_684,OCILAMFM_01681,LBGCNHPF_03393,OEIEKCCN_00028
Cluster_685,OCILAMFM_03277,LBGCNHPF_01170,OEIEKCCN_00871
Cluster_686,OCILAMFM_03981,LBGCNHPF_00047,OEIEKCCN_04147;OEIEKCCN_03590
Cluster_687,OCILAMFM_01273,LBGCNHPF_03595,OEIEKCCN_04426
Cluster_688,OCILAMFM_01582,LBGCNHPF_02877,OEIEKCCN_04616
Cluster_689,OCILAMFM_00527,,
Cluster_690,OCILAMFM_04390,LBGCNHPF_04112,OEIEKCCN_00326
Cluster_691,OCILAMFM_03837,LBGCNHPF_00191,OEIEKCCN_03987;OEIEKCCN_01422
Cluster_692,OCILAMFM_00167,LBGCNHPF_02585,OEIEKCCN_02277
Cluster_693,OCILAMFM_00992,LBGCNHPF_02146,OEIEKCCN_02719
Cluster_694,OCILAMFM_00816,LBGCNHPF_02326,OEIEKCCN_02885
Cluster_695,OCILAMFM_02727,LBGCNHPF_02998,OEIEKCCN_03296
Cluster_696,,LBGCNHPF_00950,
Cluster_697,,LBGCNHPF_04203,
Cluster_698,OCILAMFM_00194,,
Cluster_699,OCILAMFM_03847,LBGCNHPF_00179,OEIEKCCN_03999;OEIEKCCN_01434
Cluster_700,OCILAMFM_02409,LBGCNHPF_03967,OEIEKCCN_01496
Cluster_701,OCILAMFM_02364,LBGCNHPF_04533,OEIEKCCN_01537
Cluster_702,OCILAMFM_01062,LBGCNHPF_02076,OEIEKCCN_02649
Cluster_703,OCILAMFM_01339,LBGCNHPF_02631,OEIEKCCN_04366
Cluster_704,OCILAMFM_01331,LBGCNHPF_02619,OEIEKCCN_04378
Cluster_705,OCILAMFM_01488,LBGCNHPF_02783,OEIEKCCN_04522
Cluster_706,OCILAMFM_00207,LBGCNHPF_01589,OEIEKCCN_02313
Cluster_707,OCILAMFM_00988,LBGCNHPF_02150,OEIEKCCN_02723
Cluster_708,OCILAMFM_02183,LBGCNHPF_00909,OEIEKCCN_01713
Cluster_709,,LBGCNHPF_00728,OEIEKCCN_01894
Cluster_710,OCILAMFM_00393,LBGCNHPF_01821,OEIEKCCN_02488
Cluster_711,OCILAMFM_01351,LBGCNHPF_02640,OEIEKCCN_04349
Cluster_712,OCILAMFM_01573,LBGCNHPF_02868,OEIEKCCN_04607
Cluster_713,,LBGCNHPF_02758,
Cluster_714,OCILAMFM_02455,LBGCNHPF_03816,OEIEKCCN_00124
Cluster_715,OCILAMFM_03188,LBGCNHPF_01261,OEIEKCCN_00780
Cluster_716,OCILAMFM_01431,LBGCNHPF_02712,OEIEKCCN_04277
Cluster_717,,LBGCNHPF_04126,OEIEKCCN_00342
Cluster_718,OCILAMFM_02728,LBGCNHPF_02997,OEIEKCCN_03295
Cluster_719,OCILAMFM_03886,LBGCNHPF_00140,OEIEKCCN_03498;OEIEKCCN_04055
Cluster_720,OCILAMFM_03927,LBGCNHPF_00099,OEIEKCCN_03538;OEIEKCCN_04095
Cluster_721,OCILAMFM_04332,,
Cluster_722,,LBGCNHPF_01922,OEIEKCCN_00395
Cluster_723,OCILAMFM_02956,LBGCNHPF_01446,OEIEKCCN_00590
Cluster_724,OCILAMFM_01007,LBGCNHPF_02131,OEIEKCCN_02704
Cluster_725,OCILAMFM_01427,LBGCNHPF_02708,OEIEKCCN_04281
Cluster_726,OCILAMFM_01721,LBGCNHPF_04018,OEIEKCCN_00282
Cluster_727,OCILAMFM_02957,LBGCNHPF_01445,OEIEKCCN_00591
Cluster_728,OCILAMFM_03261,LBGCNHPF_01186,OEIEKCCN_00855
Cluster_729,OCILAMFM_02303,LBGCNHPF_01030,OEIEKCCN_01598
Cluster_730,OCILAMFM_02602,LBGCNHPF_03127,OEIEKCCN_03424
Cluster_731,OCILAMFM_01217,LBGCNHPF_03539,OEIEKCCN_04484
