,GCA_918698235.1,GCA_014773485.1,GCA_024169515.1
Cluster_1579,LBGCNHPF_02598,OEIEKCCN_04399,OCILAMFM_01301
Cluster_1580,LBGCNHPF_02847,OEIEKCCN_04586,OCILAMFM_01550
Cluster_1581,LBGCNHPF_01908,OEIEKCCN_00381,OCILAMFM_00513
Cluster_1582,,OEIEKCCN_00067,
Cluster_1583,LBGCNHPF_01339,OEIEKCCN_00702,OCILAMFM_03054
Cluster_1584,LBGCNHPF_00870,OEIEKCCN_01752,OCILAMFM_02098
Cluster_1585,LBGCNHPF_02470,OEIEKCCN_02163,OCILAMFM_00031
Cluster_1586,LBGCNHPF_01757,OEIEKCCN_02424,OCILAMFM_00320
Cluster_1587,LBGCNHPF_02087,OEIEKCCN_02660,OCILAMFM_01051
Cluster_1588,LBGCNHPF_03844,OEIEKCCN_02974,OCILAMFM_00723
Cluster_1589,LBGCNHPF_02950,OEIEKCCN_03249,OCILAMFM_02775
Cluster_1590,LBGCNHPF_02951,OEIEKCCN_03250,OCILAMFM_02774
Cluster_1591,,,OCILAMFM_00956
Cluster_1592,LBGCNHPF_03213,OEIEKCCN_00457,OCILAMFM_00614
Cluster_1593,LBGCNHPF_01434,OEIEKCCN_00609,OCILAMFM_02969
Cluster_1594,LBGCNHPF_01303,OEIEKCCN_00738,OCILAMFM_03090
Cluster_1595,LBGCNHPF_03623,OEIEKCCN_00934,OCILAMFM_03360
Cluster_1596,LBGCNHPF_00538,OEIEKCCN_01092,OCILAMFM_03508
Cluster_1597,LBGCNHPF_02034,OEIEKCCN_02607,
Cluster_1598,LBGCNHPF_01494,OEIEKCCN_03113,OCILAMFM_02912
Cluster_1599,LBGCNHPF_03601,OEIEKCCN_04420,OCILAMFM_01279
Cluster_1600,,,OCILAMFM_01633
Cluster_1601,LBGCNHPF_01422,OEIEKCCN_00622,OCILAMFM_02981
Cluster_1602,LBGCNHPF_01239,OEIEKCCN_00802,OCILAMFM_03210
Cluster_1603,LBGCNHPF_02535,OEIEKCCN_02228,OCILAMFM_00107
Cluster_1604,LBGCNHPF_03779,OEIEKCCN_00161,OCILAMFM_02495
Cluster_1605,LBGCNHPF_04022,OEIEKCCN_00278,OCILAMFM_01725
Cluster_1606,LBGCNHPF_01418,OEIEKCCN_00626,OCILAMFM_02985
Cluster_1607,,OEIEKCCN_03889;OEIEKCCN_01325,OCILAMFM_03727
Cluster_1608,LBGCNHPF_03146,OEIEKCCN_03443,OCILAMFM_02583
Cluster_1609,LBGCNHPF_02816,OEIEKCCN_04555,
Cluster_1610,LBGCNHPF_02016,OEIEKCCN_02589,OCILAMFM_01122
Cluster_1611,LBGCNHPF_02413,,
Cluster_1612,,,OCILAMFM_02133
Cluster_1613,LBGCNHPF_03418,OEIEKCCN_00003,OCILAMFM_01706
Cluster_1614,LBGCNHPF_01351,OEIEKCCN_00690,
Cluster_1615,LBGCNHPF_00687,OEIEKCCN_01934,OCILAMFM_01918
Cluster_1616,LBGCNHPF_00686,OEIEKCCN_01935,OCILAMFM_01917
Cluster_1617,LBGCNHPF_01982,OEIEKCCN_02555,OCILAMFM_01157
Cluster_1618,LBGCNHPF_02147,OEIEKCCN_02720,OCILAMFM_00991
Cluster_1619,LBGCNHPF_03257,OEIEKCCN_03041,OCILAMFM_00652
Cluster_1620,LBGCNHPF_03159,OEIEKCCN_03456,OCILAMFM_02570
Cluster_1621,LBGCNHPF_00119,OEIEKCCN_03519;OEIEKCCN_04076,OCILAMFM_03907
Cluster_1622,LBGCNHPF_02819,OEIEKCCN_04558,OCILAMFM_01521
Cluster_1623,,,OCILAMFM_00156
Cluster_1624,,,OCILAMFM_04205
Cluster_1625,,,OCILAMFM_04216
Cluster_1626,LBGCNHPF_03349,OEIEKCCN_00071,
Cluster_1627,,OEIEKCCN_00101,
Cluster_1628,LBGCNHPF_00533,OEIEKCCN_01097,OCILAMFM_03513
Cluster_1629,LBGCNHPF_00895,OEIEKCCN_01727,OCILAMFM_02169
Cluster_1630,LBGCNHPF_03897,OEIEKCCN_02922,OCILAMFM_00776
Cluster_1631,,,OCILAMFM_03872
Cluster_1632,,,OCILAMFM_04372
Cluster_1633,LBGCNHPF_01089,OEIEKCCN_00927,OCILAMFM_03354
Cluster_1634,LBGCNHPF_00341,OEIEKCCN_01268,OCILAMFM_03674
Cluster_1635,LBGCNHPF_00699,OEIEKCCN_01923,OCILAMFM_01931
Cluster_1636,LBGCNHPF_01291,OEIEKCCN_00750,OCILAMFM_03107
Cluster_1637,LBGCNHPF_01277,OEIEKCCN_00764,OCILAMFM_03172
Cluster_1638,LBGCNHPF_00719,OEIEKCCN_01903,
Cluster_1639,LBGCNHPF_02400,OEIEKCCN_02093,OCILAMFM_04229
Cluster_1640,LBGCNHPF_02505,OEIEKCCN_02198,OCILAMFM_00077
Cluster_1641,LBGCNHPF_01761,OEIEKCCN_02428,OCILAMFM_00329
Cluster_1642,LBGCNHPF_02247,OEIEKCCN_02806,OCILAMFM_00897
Cluster_1643,LBGCNHPF_01526,OEIEKCCN_03145,OCILAMFM_02880
Cluster_1644,LBGCNHPF_03049,OEIEKCCN_03347,OCILAMFM_02679
Cluster_1645,LBGCNHPF_00021,OEIEKCCN_03616;OEIEKCCN_04173,OCILAMFM_04005
Cluster_1646,LBGCNHPF_00004,OEIEKCCN_03633;OEIEKCCN_04190,OCILAMFM_04022
Cluster_1647,,,OCILAMFM_00251
Cluster_1648,,,OCILAMFM_00851
Cluster_1649,LBGCNHPF_00564,OEIEKCCN_01066,OCILAMFM_03481
Cluster_1650,LBGCNHPF_01021,OEIEKCCN_01607,OCILAMFM_02294
Cluster_1651,LBGCNHPF_00776,OEIEKCCN_01846,OCILAMFM_02003
Cluster_1652,LBGCNHPF_02419,OEIEKCCN_02112,OCILAMFM_04247
Cluster_1653,LBGCNHPF_01741,OEIEKCCN_02408,OCILAMFM_00304
Cluster_1654,LBGCNHPF_03564,OEIEKCCN_04457,OCILAMFM_01242
Cluster_1655,LBGCNHPF_00274,OEIEKCCN_01341;OEIEKCCN_03905,OCILAMFM_03746
Cluster_1656,,,OCILAMFM_02210
Cluster_1657,,,OCILAMFM_03042
Cluster_1658,LBGCNHPF_01374,OEIEKCCN_00669,OCILAMFM_03021
Cluster_1659,LBGCNHPF_02584,OEIEKCCN_02276,OCILAMFM_00166
Cluster_1660,LBGCNHPF_01608,OEIEKCCN_02331,OCILAMFM_00226
Cluster_1661,LBGCNHPF_02838,OEIEKCCN_04577,OCILAMFM_01542
Cluster_1662,,,OCILAMFM_00155
Cluster_1663,,,OCILAMFM_03870
Cluster_1664,,,OCILAMFM_03871
Cluster_1665,LBGCNHPF_01032,OEIEKCCN_01596,OCILAMFM_02305
Cluster_1666,LBGCNHPF_02488,OEIEKCCN_02181,OCILAMFM_00060
Cluster_1667,LBGCNHPF_01718,OEIEKCCN_02385,OCILAMFM_00281
Cluster_1668,LBGCNHPF_00015,OEIEKCCN_03622;OEIEKCCN_04179,OCILAMFM_04011
Cluster_1669,LBGCNHPF_00162,OEIEKCCN_04021,OCILAMFM_03864
Cluster_1670,LBGCNHPF_04230,,
Cluster_1671,LBGCNHPF_04504,,
Cluster_1672,,,OCILAMFM_04242
Cluster_1673,LBGCNHPF_03209,OEIEKCCN_00461,OCILAMFM_00610
Cluster_1674,LBGCNHPF_03187,OEIEKCCN_00483,OCILAMFM_00588
Cluster_1675,LBGCNHPF_03899,OEIEKCCN_02920,OCILAMFM_00778
Cluster_1676,LBGCNHPF_03859,OEIEKCCN_02960,OCILAMFM_00738
Cluster_1677,,OEIEKCCN_03658,OCILAMFM_04036
Cluster_1678,LBGCNHPF_03450,OEIEKCCN_03724,OCILAMFM_04086
Cluster_1679,LBGCNHPF_02676,OEIEKCCN_04313,OCILAMFM_01388
Cluster_1680,,OEIEKCCN_00066,
Cluster_1681,LBGCNHPF_04029,OEIEKCCN_00271,OCILAMFM_01732
Cluster_1682,LBGCNHPF_01192,OEIEKCCN_00849,OCILAMFM_03255
Cluster_1683,LBGCNHPF_01000,OEIEKCCN_01628,
Cluster_1684,LBGCNHPF_00960,OEIEKCCN_01668,OCILAMFM_02238
Cluster_1685,LBGCNHPF_02148,OEIEKCCN_02721,OCILAMFM_00990
Cluster_1686,LBGCNHPF_04438,,
Cluster_1687,LBGCNHPF_03351,OEIEKCCN_00069,
Cluster_1688,LBGCNHPF_01088,OEIEKCCN_00928,OCILAMFM_03355
Cluster_1689,,OEIEKCCN_02104,
Cluster_1690,LBGCNHPF_02513,OEIEKCCN_02206,OCILAMFM_00085
Cluster_1691,,,OCILAMFM_00248
Cluster_1692,,,OCILAMFM_00955
Cluster_1693,LBGCNHPF_01330,OEIEKCCN_00711,OCILAMFM_03063
Cluster_1694,LBGCNHPF_00526,OEIEKCCN_01104,OCILAMFM_03520
Cluster_1695,LBGCNHPF_02378,OEIEKCCN_02072,
Cluster_1696,LBGCNHPF_03153,OEIEKCCN_03450,OCILAMFM_02576
Cluster_1697,,OEIEKCCN_03659,OCILAMFM_04037
Cluster_1698,LBGCNHPF_03615,OEIEKCCN_04407,OCILAMFM_01293
Cluster_1699,LBGCNHPF_03353,,
Cluster_1700,LBGCNHPF_04197,,
Cluster_1701,LBGCNHPF_03730,OEIEKCCN_00211,OCILAMFM_02546
Cluster_1702,LBGCNHPF_03206,OEIEKCCN_00464,OCILAMFM_00607
Cluster_1703,LBGCNHPF_04345,OEIEKCCN_00498,OCILAMFM_01811
Cluster_1704,LBGCNHPF_04332,OEIEKCCN_00511,OCILAMFM_01798
Cluster_1705,LBGCNHPF_00692,OEIEKCCN_01930,OCILAMFM_01923
Cluster_1706,LBGCNHPF_03054,OEIEKCCN_03352,OCILAMFM_02674
Cluster_1707,LBGCNHPF_00046,OEIEKCCN_04148;OEIEKCCN_03591,OCILAMFM_03982
Cluster_1708,LBGCNHPF_02634,OEIEKCCN_04363,OCILAMFM_01345
Cluster_1709,,,OCILAMFM_01635
Cluster_1710,LBGCNHPF_00786,OEIEKCCN_01836,OCILAMFM_02013
Cluster_1711,LBGCNHPF_02401,OEIEKCCN_02094,OCILAMFM_04230
Cluster_1712,LBGCNHPF_02420,OEIEKCCN_02113,OCILAMFM_04248
Cluster_1713,LBGCNHPF_02649,OEIEKCCN_04340,
Cluster_1714,LBGCNHPF_04316,,
Cluster_1715,,,OCILAMFM_01325;OCILAMFM_01326
Cluster_1716,LBGCNHPF_00169,OEIEKCCN_04009;OEIEKCCN_01444,OCILAMFM_03857
Cluster_1717,LBGCNHPF_00782,OEIEKCCN_01840,OCILAMFM_02009
Cluster_1718,LBGCNHPF_02349,OEIEKCCN_02045,OCILAMFM_04185
Cluster_1719,LBGCNHPF_01789,OEIEKCCN_02456,OCILAMFM_00360
Cluster_1720,LBGCNHPF_01561,OEIEKCCN_03180,OCILAMFM_02844
Cluster_1721,LBGCNHPF_02934,OEIEKCCN_03233,OCILAMFM_02791
Cluster_1722,LBGCNHPF_02781,OEIEKCCN_04520,OCILAMFM_01486
Cluster_1723,,,OCILAMFM_02200
Cluster_1724,LBGCNHPF_00261,OEIEKCCN_03918;OEIEKCCN_01354,OCILAMFM_03759
Cluster_1725,LBGCNHPF_01049,OEIEKCCN_01579,OCILAMFM_02322
Cluster_1726,LBGCNHPF_01035,OEIEKCCN_01593,OCILAMFM_02308
Cluster_1727,LBGCNHPF_04427,OEIEKCCN_02025,OCILAMFM_01827
Cluster_1728,LBGCNHPF_02365,OEIEKCCN_02058,OCILAMFM_04195
Cluster_1729,LBGCNHPF_02386,OEIEKCCN_02080,OCILAMFM_04212
Cluster_1730,LBGCNHPF_01783,OEIEKCCN_02450,OCILAMFM_00354
Cluster_1731,LBGCNHPF_02167,OEIEKCCN_02740,OCILAMFM_00971
Cluster_1732,LBGCNHPF_01545,OEIEKCCN_03164,OCILAMFM_02860
Cluster_1733,,,OCILAMFM_00252
Cluster_1734,,,OCILAMFM_03310
Cluster_1735,LBGCNHPF_03785,OEIEKCCN_00155,OCILAMFM_02489
Cluster_1736,LBGCNHPF_03760,OEIEKCCN_00181,OCILAMFM_02515
Cluster_1737,LBGCNHPF_01943,OEIEKCCN_00416,OCILAMFM_00549
Cluster_1738,LBGCNHPF_00401,OEIEKCCN_01208,OCILAMFM_03613
Cluster_1739,LBGCNHPF_02065,OEIEKCCN_02638,OCILAMFM_01073
Cluster_1740,LBGCNHPF_00453,,
Cluster_1741,LBGCNHPF_01630,,
Cluster_1742,LBGCNHPF_04269,,
Cluster_1743,LBGCNHPF_00634,OEIEKCCN_01987,OCILAMFM_01866
Cluster_1744,,OEIEKCCN_00566,
Cluster_1745,LBGCNHPF_01256,OEIEKCCN_00785,OCILAMFM_03193
Cluster_1746,LBGCNHPF_00933,OEIEKCCN_01689,OCILAMFM_02217
Cluster_1747,LBGCNHPF_00920,OEIEKCCN_01702,OCILAMFM_02193
Cluster_1748,LBGCNHPF_02459,OEIEKCCN_02152,OCILAMFM_00022
Cluster_1749,LBGCNHPF_02491,OEIEKCCN_02184,OCILAMFM_00063
Cluster_1750,LBGCNHPF_02312,OEIEKCCN_02871,OCILAMFM_00830
Cluster_1751,LBGCNHPF_01555,OEIEKCCN_03174,OCILAMFM_02850
Cluster_1752,LBGCNHPF_03313,OEIEKCCN_00107,OCILAMFM_01597
Cluster_1753,LBGCNHPF_04058,OEIEKCCN_00242,OCILAMFM_01762
Cluster_1754,LBGCNHPF_03185,OEIEKCCN_00485,
Cluster_1755,LBGCNHPF_03693,OEIEKCCN_01007,OCILAMFM_03420
Cluster_1756,LBGCNHPF_00446,OEIEKCCN_01164,OCILAMFM_03579
Cluster_1757,,OEIEKCCN_03887;OEIEKCCN_01323,OCILAMFM_03725
Cluster_1758,LBGCNHPF_02532,OEIEKCCN_02225,OCILAMFM_00104
Cluster_1759,LBGCNHPF_02336,OEIEKCCN_02895,OCILAMFM_00804
Cluster_1760,LBGCNHPF_03223,OEIEKCCN_03075,OCILAMFM_00618
Cluster_1761,LBGCNHPF_01678,,OCILAMFM_03130
Cluster_1762,,,OCILAMFM_03300
Cluster_1763,LBGCNHPF_03357,OEIEKCCN_00064,OCILAMFM_01642
Cluster_1764,LBGCNHPF_01264,OEIEKCCN_00777,OCILAMFM_03185
Cluster_1765,LBGCNHPF_00510,OEIEKCCN_01120,OCILAMFM_03536
Cluster_1766,LBGCNHPF_00344,OEIEKCCN_01265,OCILAMFM_03671
Cluster_1767,LBGCNHPF_00244,OEIEKCCN_03933;OEIEKCCN_01369,OCILAMFM_03776
Cluster_1768,LBGCNHPF_00765,OEIEKCCN_01857,
Cluster_1769,LBGCNHPF_01551,OEIEKCCN_03170,OCILAMFM_02854
Cluster_1770,LBGCNHPF_00091,OEIEKCCN_04103;OEIEKCCN_03546,OCILAMFM_03935
Cluster_1771,LBGCNHPF_02768,OEIEKCCN_04507,OCILAMFM_01473
Cluster_1772,LBGCNHPF_04051,OEIEKCCN_00249,OCILAMFM_01755
Cluster_1773,LBGCNHPF_01998,OEIEKCCN_02571,OCILAMFM_01141
Cluster_1774,LBGCNHPF_01540,OEIEKCCN_03159,OCILAMFM_02865
Cluster_1775,,,OCILAMFM_04360
Cluster_1776,LBGCNHPF_00185,OEIEKCCN_03993;OEIEKCCN_01428,OCILAMFM_03841
Cluster_1777,LBGCNHPF_01065,OEIEKCCN_01563,OCILAMFM_02338
Cluster_1778,LBGCNHPF_02346,OEIEKCCN_02042,OCILAMFM_04182
Cluster_1779,LBGCNHPF_02480,OEIEKCCN_02173,OCILAMFM_00041
Cluster_1780,LBGCNHPF_01792,OEIEKCCN_02459,OCILAMFM_00363
Cluster_1781,LBGCNHPF_03282,OEIEKCCN_03016,OCILAMFM_00678
Cluster_1782,LBGCNHPF_01553,OEIEKCCN_03172,OCILAMFM_02852
Cluster_1783,LBGCNHPF_03033,OEIEKCCN_03331,OCILAMFM_02694
Cluster_1784,LBGCNHPF_02846,OEIEKCCN_04585,OCILAMFM_01549
Cluster_1785,LBGCNHPF_04398,,
Cluster_1786,,,OCILAMFM_00481
Cluster_1787,LBGCNHPF_03401,OEIEKCCN_00020,OCILAMFM_01689
Cluster_1788,LBGCNHPF_04119,OEIEKCCN_00335,
Cluster_1789,LBGCNHPF_01974,OEIEKCCN_00447,OCILAMFM_00574
Cluster_1790,LBGCNHPF_04543,OEIEKCCN_00571,OCILAMFM_01786
Cluster_1791,LBGCNHPF_00391,OEIEKCCN_01218,OCILAMFM_03623
Cluster_1792,LBGCNHPF_00872,OEIEKCCN_01750,OCILAMFM_02100
Cluster_1793,LBGCNHPF_01585,OEIEKCCN_02307,OCILAMFM_00201
Cluster_1794,LBGCNHPF_02996,OEIEKCCN_03294,OCILAMFM_02729
Cluster_1795,LBGCNHPF_02651,OEIEKCCN_04338,OCILAMFM_01363
Cluster_1796,LBGCNHPF_02625,OEIEKCCN_04372,OCILAMFM_01333
Cluster_1797,,,OCILAMFM_02117
Cluster_1798,,,OCILAMFM_02130
Cluster_1799,LBGCNHPF_01230,OEIEKCCN_00811,OCILAMFM_03219
Cluster_1800,LBGCNHPF_00330,OEIEKCCN_01278,OCILAMFM_03684
Cluster_1801,LBGCNHPF_02375,OEIEKCCN_02069,
Cluster_1802,LBGCNHPF_02376,OEIEKCCN_02070,
Cluster_1803,LBGCNHPF_02427,OEIEKCCN_02120,OCILAMFM_04255
Cluster_1804,LBGCNHPF_02216,OEIEKCCN_02775,OCILAMFM_00933
Cluster_1805,LBGCNHPF_02999,OEIEKCCN_03297,OCILAMFM_02726
Cluster_1806,LBGCNHPF_00053,OEIEKCCN_03584;OEIEKCCN_04141,OCILAMFM_03973
Cluster_1807,LBGCNHPF_02801,OEIEKCCN_04540,OCILAMFM_01504
Cluster_1808,LBGCNHPF_04264,,
Cluster_1809,LBGCNHPF_04023,OEIEKCCN_00277,OCILAMFM_01726
Cluster_1810,LBGCNHPF_01347,OEIEKCCN_00694,OCILAMFM_03046
Cluster_1811,LBGCNHPF_01157,OEIEKCCN_00884,OCILAMFM_03294
Cluster_1812,LBGCNHPF_03686,OEIEKCCN_01000,OCILAMFM_03413
Cluster_1813,LBGCNHPF_00189,OEIEKCCN_03989;OEIEKCCN_01424,
Cluster_1814,LBGCNHPF_04004,OEIEKCCN_01459,OCILAMFM_02446
Cluster_1815,LBGCNHPF_00767,OEIEKCCN_01855,OCILAMFM_01994
Cluster_1816,,OEIEKCCN_01880,
Cluster_1817,,OEIEKCCN_02105,
Cluster_1818,LBGCNHPF_01538,OEIEKCCN_03157,OCILAMFM_02867
Cluster_1819,LBGCNHPF_02945,OEIEKCCN_03244,OCILAMFM_02780
Cluster_1820,LBGCNHPF_00090,OEIEKCCN_03547;OEIEKCCN_04104,OCILAMFM_03936
Cluster_1821,,OEIEKCCN_03859,OCILAMFM_04156
Cluster_1822,,,OCILAMFM_00200
Cluster_1823,,,OCILAMFM_01409
Cluster_1824,,,OCILAMFM_04239
Cluster_1825,LBGCNHPF_03360,OEIEKCCN_00061,OCILAMFM_01645
Cluster_1826,LBGCNHPF_00502,OEIEKCCN_01128,OCILAMFM_03544
Cluster_1827,LBGCNHPF_00897,OEIEKCCN_01725,OCILAMFM_02171
Cluster_1828,LBGCNHPF_00720,OEIEKCCN_01902,
Cluster_1829,LBGCNHPF_02347,OEIEKCCN_02043,OCILAMFM_04183
Cluster_1830,LBGCNHPF_01703,OEIEKCCN_02370,OCILAMFM_00266
Cluster_1831,LBGCNHPF_01779,OEIEKCCN_02446,OCILAMFM_00350
Cluster_1832,LBGCNHPF_02101,OEIEKCCN_02674,OCILAMFM_01037
Cluster_1833,LBGCNHPF_01512,OEIEKCCN_03131,OCILAMFM_02894
Cluster_1834,LBGCNHPF_02746,OEIEKCCN_04243,OCILAMFM_01461
Cluster_1835,,,OCILAMFM_00492
Cluster_1836,,,OCILAMFM_01402
Cluster_1837,LBGCNHPF_03791,OEIEKCCN_00149,OCILAMFM_02483
Cluster_1838,LBGCNHPF_04091,OEIEKCCN_00305,OCILAMFM_04420
Cluster_1839,LBGCNHPF_01956,OEIEKCCN_00429,OCILAMFM_00555
Cluster_1840,LBGCNHPF_01223,OEIEKCCN_00818,OCILAMFM_03226
Cluster_1841,LBGCNHPF_01158,OEIEKCCN_00883,OCILAMFM_03289
Cluster_1842,LBGCNHPF_02506,OEIEKCCN_02199,OCILAMFM_00078
Cluster_1843,LBGCNHPF_02587,OEIEKCCN_02279,OCILAMFM_00169
Cluster_1844,LBGCNHPF_01584,OEIEKCCN_02306,
Cluster_1845,LBGCNHPF_01984,OEIEKCCN_02557,OCILAMFM_01155
Cluster_1846,LBGCNHPF_02143,OEIEKCCN_02716,OCILAMFM_00995
Cluster_1847,LBGCNHPF_02311,OEIEKCCN_02870,OCILAMFM_00831
Cluster_1848,LBGCNHPF_03875,OEIEKCCN_02944,OCILAMFM_00754
Cluster_1849,LBGCNHPF_03023,OEIEKCCN_03321,OCILAMFM_02704
Cluster_1850,LBGCNHPF_00112,OEIEKCCN_04082;OEIEKCCN_03525,OCILAMFM_03913
Cluster_1851,LBGCNHPF_01670,,OCILAMFM_03137
Cluster_1852,,,OCILAMFM_00493
Cluster_1853,LBGCNHPF_03983,OEIEKCCN_01480,OCILAMFM_02425
Cluster_1854,LBGCNHPF_01727,OEIEKCCN_02394,OCILAMFM_00290
Cluster_1855,LBGCNHPF_02320,OEIEKCCN_02879,OCILAMFM_00822
Cluster_1856,LBGCNHPF_00104,OEIEKCCN_04090;OEIEKCCN_03533,OCILAMFM_03922
Cluster_1857,,OEIEKCCN_03672,OCILAMFM_04049
Cluster_1858,LBGCNHPF_02671,OEIEKCCN_04318,OCILAMFM_01383
Cluster_1859,LBGCNHPF_02658,OEIEKCCN_04331,OCILAMFM_01370
Cluster_1860,,OEIEKCCN_04355,
Cluster_1861,LBGCNHPF_03367,OEIEKCCN_00054,OCILAMFM_01652
Cluster_1862,LBGCNHPF_01212,OEIEKCCN_00829,OCILAMFM_03237
Cluster_1863,LBGCNHPF_00312,OEIEKCCN_01296,OCILAMFM_03700
Cluster_1864,LBGCNHPF_00177,OEIEKCCN_04001;OEIEKCCN_01436,OCILAMFM_03849
Cluster_1865,LBGCNHPF_03861,OEIEKCCN_02958,OCILAMFM_00740
Cluster_1866,LBGCNHPF_02733,OEIEKCCN_04257,OCILAMFM_01451
Cluster_1867,,,OCILAMFM_00478
Cluster_1868,,,OCILAMFM_04311;OCILAMFM_04306
Cluster_1869,LBGCNHPF_03348,OEIEKCCN_00072,OCILAMFM_01632
Cluster_1870,LBGCNHPF_03768,OEIEKCCN_00173,OCILAMFM_02507
Cluster_1871,LBGCNHPF_00490,OEIEKCCN_01140,OCILAMFM_03556
Cluster_1872,LBGCNHPF_00267,OEIEKCCN_01348;OEIEKCCN_03912,OCILAMFM_03753
Cluster_1873,LBGCNHPF_01817,OEIEKCCN_02484,OCILAMFM_00389
Cluster_1874,LBGCNHPF_01999,OEIEKCCN_02572,OCILAMFM_01140
Cluster_1875,LBGCNHPF_00022,OEIEKCCN_04172;OEIEKCCN_03615,OCILAMFM_04004
Cluster_1876,LBGCNHPF_02632,OEIEKCCN_04365,OCILAMFM_01343
Cluster_1877,LBGCNHPF_00889,OEIEKCCN_01733,OCILAMFM_02163
Cluster_1878,LBGCNHPF_02753,,
Cluster_1879,LBGCNHPF_03377,OEIEKCCN_00044,OCILAMFM_01662
Cluster_1880,LBGCNHPF_00513,OEIEKCCN_01117,OCILAMFM_03533
Cluster_1881,LBGCNHPF_00338,OEIEKCCN_01271,OCILAMFM_03677
Cluster_1882,LBGCNHPF_02406,OEIEKCCN_02099,OCILAMFM_04235
Cluster_1883,LBGCNHPF_02421,OEIEKCCN_02114,OCILAMFM_04249
Cluster_1884,LBGCNHPF_02524,OEIEKCCN_02217,OCILAMFM_00096
Cluster_1885,LBGCNHPF_01744,OEIEKCCN_02411,OCILAMFM_00307
Cluster_1886,LBGCNHPF_01826,OEIEKCCN_02493,OCILAMFM_00398
Cluster_1887,LBGCNHPF_02197,OEIEKCCN_02757,OCILAMFM_00950
Cluster_1888,LBGCNHPF_02221,OEIEKCCN_02780,OCILAMFM_00928
Cluster_1889,LBGCNHPF_01894,,
Cluster_1891,,,OCILAMFM_04318
Cluster_1892,LBGCNHPF_03392,OEIEKCCN_00029,OCILAMFM_01680
Cluster_1893,,OEIEKCCN_00334,
Cluster_1894,LBGCNHPF_01341,OEIEKCCN_00700,OCILAMFM_03052
Cluster_1895,LBGCNHPF_03678,OEIEKCCN_00992,OCILAMFM_03405
Cluster_1896,LBGCNHPF_03716,OEIEKCCN_01030,OCILAMFM_03443
Cluster_1897,LBGCNHPF_00268,OEIEKCCN_01347;OEIEKCCN_03911,OCILAMFM_03752
Cluster_1898,LBGCNHPF_01025,OEIEKCCN_01603,OCILAMFM_02298
Cluster_1899,LBGCNHPF_00939,OEIEKCCN_01683,OCILAMFM_02223
Cluster_1900,LBGCNHPF_02384,OEIEKCCN_02078,OCILAMFM_04210
Cluster_1901,LBGCNHPF_02455,OEIEKCCN_02148,OCILAMFM_00018
Cluster_1902,LBGCNHPF_02477,OEIEKCCN_02170,OCILAMFM_00038
Cluster_1903,LBGCNHPF_01576,OEIEKCCN_02298,OCILAMFM_00188
Cluster_1904,LBGCNHPF_02084,OEIEKCCN_02657,OCILAMFM_01054
Cluster_1905,LBGCNHPF_02138,OEIEKCCN_02711,OCILAMFM_01000
Cluster_1906,LBGCNHPF_02614,OEIEKCCN_04383,
Cluster_1907,,,OCILAMFM_01322
Cluster_1908,,,OCILAMFM_01638
Cluster_1909,,,OCILAMFM_03119
Cluster_1910,LBGCNHPF_04141,OEIEKCCN_00357,OCILAMFM_04442
Cluster_1911,LBGCNHPF_00499,OEIEKCCN_01131,OCILAMFM_03547
Cluster_1912,LBGCNHPF_00278,OEIEKCCN_01337;OEIEKCCN_03901,OCILAMFM_03740
Cluster_1913,LBGCNHPF_02982,OEIEKCCN_03280,OCILAMFM_02743
Cluster_1914,LBGCNHPF_03499,OEIEKCCN_03834,OCILAMFM_04130
Cluster_1915,,,OCILAMFM_04346
Cluster_1916,LBGCNHPF_03731,OEIEKCCN_00210,OCILAMFM_02545
Cluster_1917,LBGCNHPF_01405,OEIEKCCN_00639,OCILAMFM_02998
Cluster_1918,LBGCNHPF_00831,OEIEKCCN_01791,OCILAMFM_02058
Cluster_1919,LBGCNHPF_00795,OEIEKCCN_01827,OCILAMFM_02022
Cluster_1920,LBGCNHPF_02517,OEIEKCCN_02210,OCILAMFM_00089
Cluster_1921,LBGCNHPF_01839,OEIEKCCN_02506,OCILAMFM_00411
Cluster_1922,LBGCNHPF_01995,OEIEKCCN_02568,OCILAMFM_01144
Cluster_1923,LBGCNHPF_02271,OEIEKCCN_02830,OCILAMFM_00873
Cluster_1924,LBGCNHPF_03001,OEIEKCCN_03299,OCILAMFM_02724
Cluster_1925,LBGCNHPF_03559,OEIEKCCN_04462,OCILAMFM_01237
Cluster_1926,LBGCNHPF_02766,OEIEKCCN_04505,OCILAMFM_01471
Cluster_1927,LBGCNHPF_04202,,
Cluster_1928,LBGCNHPF_04480,,
Cluster_1929,,,OCILAMFM_01341
Cluster_1930,LBGCNHPF_00489,OEIEKCCN_01141,OCILAMFM_03557
Cluster_1931,LBGCNHPF_00952,OEIEKCCN_01676,OCILAMFM_02230
Cluster_1932,LBGCNHPF_00907,OEIEKCCN_01715,OCILAMFM_02181
Cluster_1933,LBGCNHPF_01754,OEIEKCCN_02421,OCILAMFM_00317
Cluster_1934,LBGCNHPF_02189,OEIEKCCN_02749,OCILAMFM_00961
Cluster_1935,LBGCNHPF_03297,OEIEKCCN_03001,OCILAMFM_00692
Cluster_1936,LBGCNHPF_02995,OEIEKCCN_03293,OCILAMFM_02730
