gene,protein,reaction,model,BiGG_gene
G_3_A_1_15_2_comp3,P_3_A_1_15_2_comp1+3_A_1_15_2_comp2+3_A_1_15_2_comp3,R_3_A_1_15_2,TCDB,TCDB.3_A_1_15_2_comp3
G_2_A_7_3_27_comp1,P_2_A_7_3_27_comp1,R_2_A_7_3_27,TCDB,TCDB.2_A_7_3_27_comp1
G_2_A_133_1_11_comp1,P_2_A_133_1_11_comp1,R_2_A_133_1_11,TCDB,TCDB.2_A_133_1_11_comp1
G_2_A_1_1_27_comp1,P_2_A_1_1_27_comp1,R_2_A_1_1_27,TCDB,TCDB.2_A_1_1_27_comp1
G_3_A_1_134_6_comp1,P_3_A_1_134_6_comp1+3_A_1_134_6_comp2,R_3_A_1_134_6,TCDB,TCDB.3_A_1_134_6_comp1
G_3_A_1_134_6_comp2,P_3_A_1_134_6_comp1+3_A_1_134_6_comp2,R_3_A_1_134_6,TCDB,TCDB.3_A_1_134_6_comp2
G_2_A_1_8_2_comp1,P_2_A_1_8_2_comp1,R_2_A_1_8_2,TCDB,TCDB.2_A_1_8_2_comp1
G_8_A_4_1_1_comp1,P_8_A_4_1_1_comp1,R_8_A_4_1_1,TCDB,TCDB.8_A_4_1_1_comp1
G_1_B_14_1_8_comp1,P_1_B_14_1_8_comp1,R_1_B_14_1_8,TCDB,TCDB.1_B_14_1_8_comp1
G_1_A_23_3_3_comp1,P_1_A_23_3_3_comp1,R_1_A_23_3_3,TCDB,TCDB.1_A_23_3_3_comp1
G_1_E_59_1_1_comp1,P_1_E_59_1_1_comp1,R_1_E_59_1_1,TCDB,TCDB.1_E_59_1_1_comp1
G_2_A_3_7_4_comp1,P_2_A_3_7_4_comp1,R_2_A_3_7_4,TCDB,TCDB.2_A_3_7_4_comp1
G_2_A_109_1_7_comp1,P_2_A_109_1_7_comp1,R_2_A_109_1_7,TCDB,TCDB.2_A_109_1_7_comp1
G_9_B_221_1_1_comp1,P_9_B_221_1_1_comp1,R_9_B_221_1_1,TCDB,TCDB.9_B_221_1_1_comp1
G_2_A_42_2_4_comp1,P_2_A_42_2_4_comp1,R_2_A_42_2_4,TCDB,TCDB.2_A_42_2_4_comp1
G_8_A_51_1_1_comp1,P_8_A_51_1_1_comp1,R_8_A_51_1_1,TCDB,TCDB.8_A_51_1_1_comp1
G_2_A_1_3_11_comp1,P_2_A_1_3_11_comp1,R_2_A_1_3_11,TCDB,TCDB.2_A_1_3_11_comp1
G_1_C_32_1_1_comp1,P_1_C_32_1_1_comp1,R_1_C_32_1_1,TCDB,TCDB.1_C_32_1_1_comp1
G_2_A_1_1_109_comp1,P_2_A_1_1_109_comp1,R_2_A_1_1_109,TCDB,TCDB.2_A_1_1_109_comp1
G_8_A_27_1_1_comp1,P_8_A_27_1_1_comp1,R_8_A_27_1_1,TCDB,TCDB.8_A_27_1_1_comp1
G_2_A_19_7_1_comp1,P_2_A_19_7_1_comp1,R_2_A_19_7_1,TCDB,TCDB.2_A_19_7_1_comp1
G_8_A_222_1_1_comp1,P_8_A_222_1_1_comp1,R_8_A_222_1_1,TCDB,TCDB.8_A_222_1_1_comp1
G_4_A_6_1_5_comp1,P_4_A_6_1_5_comp1+4_A_6_1_5_comp2+4_A_6_1_5_comp3,R_4_A_6_1_5,TCDB,TCDB.4_A_6_1_5_comp1
G_4_A_6_1_5_comp2,P_4_A_6_1_5_comp1+4_A_6_1_5_comp2+4_A_6_1_5_comp3,R_4_A_6_1_5,TCDB,TCDB.4_A_6_1_5_comp2
G_4_A_6_1_5_comp3,P_4_A_6_1_5_comp1+4_A_6_1_5_comp2+4_A_6_1_5_comp3,R_4_A_6_1_5,TCDB,TCDB.4_A_6_1_5_comp3
G_1_B_11_3_6_comp1,P_1_B_11_3_6_comp1,R_1_B_11_3_6,TCDB,TCDB.1_B_11_3_6_comp1
G_3_A_1_104_1_comp1,P_3_A_1_104_1_comp1+3_A_1_104_1_comp2,R_3_A_1_104_1,TCDB,TCDB.3_A_1_104_1_comp1
G_3_A_1_104_1_comp2,P_3_A_1_104_1_comp1+3_A_1_104_1_comp2,R_3_A_1_104_1,TCDB,TCDB.3_A_1_104_1_comp2
G_2_A_55_3_2_comp1,P_2_A_55_3_2_comp1,R_2_A_55_3_2,TCDB,TCDB.2_A_55_3_2_comp1
G_2_A_23_2_6_comp1,P_2_A_23_2_6_comp1,R_2_A_23_2_6,TCDB,TCDB.2_A_23_2_6_comp1
G_2_A_23_2_7_comp1,P_2_A_23_2_7_comp1,R_2_A_23_2_7,TCDB,TCDB.2_A_23_2_7_comp1
G_2_A_23_2_3_comp1,P_2_A_23_2_3_comp1,R_2_A_23_2_3,TCDB,TCDB.2_A_23_2_3_comp1
G_2_A_23_3_1_comp1,P_2_A_23_3_1_comp1,R_2_A_23_3_1,TCDB,TCDB.2_A_23_3_1_comp1
G_2_A_56_1_5_comp1,P_2_A_56_1_5_comp1+2_A_56_1_5_comp2+2_A_56_1_5_comp3,R_2_A_56_1_5,TCDB,TCDB.2_A_56_1_5_comp1
G_2_A_56_1_5_comp2,P_2_A_56_1_5_comp1+2_A_56_1_5_comp2+2_A_56_1_5_comp3,R_2_A_56_1_5,TCDB,TCDB.2_A_56_1_5_comp2
G_2_A_56_1_5_comp3,P_2_A_56_1_5_comp1+2_A_56_1_5_comp2+2_A_56_1_5_comp3,R_2_A_56_1_5,TCDB,TCDB.2_A_56_1_5_comp3
G_2_A_3_10_20_comp1,P_2_A_3_10_20_comp1,R_2_A_3_10_20,TCDB,TCDB.2_A_3_10_20_comp1
G_3_A_1_205_4_comp1,P_3_A_1_205_4_comp1,R_3_A_1_205_4,TCDB,TCDB.3_A_1_205_4_comp1
G_3_A_1_101_2_comp1,P_3_A_1_101_2_comp1+3_A_1_101_2_comp2,R_3_A_1_101_2,TCDB,TCDB.3_A_1_101_2_comp1
G_3_A_1_101_2_comp2,P_3_A_1_101_2_comp1+3_A_1_101_2_comp2,R_3_A_1_101_2,TCDB,TCDB.3_A_1_101_2_comp2
G_8_A_4_2_2_comp1,P_8_A_4_2_2_comp1,R_8_A_4_2_2,TCDB,TCDB.8_A_4_2_2_comp1
G_9_A_14_9_2_comp1,P_9_A_14_9_2_comp1,R_9_A_14_9_2,TCDB,TCDB.9_A_14_9_2_comp1
G_8_A_23_1_64_comp1,P_8_A_23_1_64_comp1,R_8_A_23_1_64,TCDB,TCDB.8_A_23_1_64_comp1
G_9_A_78_1_2_comp1,P_9_A_78_1_2_comp1,R_9_A_78_1_2,TCDB,TCDB.9_A_78_1_2_comp1
G_4_C_2_1_1_comp1,P_4_C_2_1_1_comp1,R_4_C_2_1_1,TCDB,TCDB.4_C_2_1_1_comp1
G_9_A_14_4_6_comp1,P_9_A_14_4_6_comp1,R_9_A_14_4_6,TCDB,TCDB.9_A_14_4_6_comp1
G_1_B_54_1_1_comp1,P_1_B_54_1_1_comp1,R_1_B_54_1_1,TCDB,TCDB.1_B_54_1_1_comp1
G_1_A_8_11_4_comp1,P_1_A_8_11_4_comp1,R_1_A_8_11_4,TCDB,TCDB.1_A_8_11_4_comp1
G_1_A_87_2_13_comp1,P_1_A_87_2_13_comp1,R_1_A_87_2_13,TCDB,TCDB.1_A_87_2_13_comp1
G_8_A_191_1_1_comp1,P_8_A_191_1_1_comp1,R_8_A_191_1_1,TCDB,TCDB.8_A_191_1_1_comp1
G_3_A_2_2_2_comp1,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp1
G_3_A_2_2_2_comp2,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp2
G_3_A_2_2_2_comp3,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp3
G_3_A_2_2_2_comp4,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp4
G_3_A_2_2_2_comp5,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp5
G_3_A_2_2_2_comp6,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp6
G_3_A_2_2_2_comp7,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp7
G_3_A_2_2_2_comp8,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp8
G_3_A_2_2_2_comp9,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp9
G_3_A_2_2_2_comp10,P_3_A_2_2_2_comp1+3_A_2_2_2_comp2+3_A_2_2_2_comp3+3_A_2_2_2_comp4+3_A_2_2_2_comp5+3_A_2_2_2_comp6+3_A_2_2_2_comp7+3_A_2_2_2_comp8+3_A_2_2_2_comp9+3_A_2_2_2_comp10,R_3_A_2_2_2,TCDB,TCDB.3_A_2_2_2_comp10
G_2_A_38_4_1_comp1,P_2_A_38_4_1_comp1,R_2_A_38_4_1,TCDB,TCDB.2_A_38_4_1_comp1
G_2_A_2_2_2_comp1,P_2_A_2_2_2_comp1,R_2_A_2_2_2,TCDB,TCDB.2_A_2_2_2_comp1
G_2_A_6_2_5_comp1,P_2_A_6_2_5_comp1+2_A_6_2_5_comp2+2_A_6_2_5_comp3,R_2_A_6_2_5,TCDB,TCDB.2_A_6_2_5_comp1
G_2_A_6_2_5_comp2,P_2_A_6_2_5_comp1+2_A_6_2_5_comp2+2_A_6_2_5_comp3,R_2_A_6_2_5,TCDB,TCDB.2_A_6_2_5_comp2
G_2_A_6_2_5_comp3,P_2_A_6_2_5_comp1+2_A_6_2_5_comp2+2_A_6_2_5_comp3,R_2_A_6_2_5,TCDB,TCDB.2_A_6_2_5_comp3
G_2_A_1_36_1_comp1,P_2_A_1_36_1_comp1,R_2_A_1_36_1,TCDB,TCDB.2_A_1_36_1_comp1
G_2_A_3_10_14_comp1,P_2_A_3_10_14_comp1,R_2_A_3_10_14,TCDB,TCDB.2_A_3_10_14_comp1
G_1_A_8_9_7_comp1,P_1_A_8_9_7_comp1,R_1_A_8_9_7,TCDB,TCDB.1_A_8_9_7_comp1
G_9_B_198_2_3_comp1,P_9_B_198_2_3_comp1,R_9_B_198_2_3,TCDB,TCDB.9_B_198_2_3_comp1
G_2_A_1_1_100_comp1,P_2_A_1_1_100_comp1,R_2_A_1_1_100,TCDB,TCDB.2_A_1_1_100_comp1
G_2_A_1_1_5_comp1,P_2_A_1_1_5_comp1,R_2_A_1_1_5,TCDB,TCDB.2_A_1_1_5_comp1
G_4_E_1_1_1_comp1,P_4_E_1_1_1_comp1,R_4_E_1_1_1,TCDB,TCDB.4_E_1_1_1_comp1
G_2_A_78_1_3_comp1,P_2_A_78_1_3_comp1+2_A_78_1_3_comp2,R_2_A_78_1_3,TCDB,TCDB.2_A_78_1_3_comp1
G_2_A_78_1_3_comp2,P_2_A_78_1_3_comp1+2_A_78_1_3_comp2,R_2_A_78_1_3,TCDB,TCDB.2_A_78_1_3_comp2
G_3_A_1_120_6_comp1,P_3_A_1_120_6_comp1,R_3_A_1_120_6,TCDB,TCDB.3_A_1_120_6_comp1
G_2_A_20_1_2_comp1,P_2_A_20_1_2_comp1,R_2_A_20_1_2,TCDB,TCDB.2_A_20_1_2_comp1
G_1_B_9_1_4_comp1,P_1_B_9_1_4_comp1,R_1_B_9_1_4,TCDB,TCDB.1_B_9_1_4_comp1
G_2_A_67_4_1_comp1,P_2_A_67_4_1_comp1,R_2_A_67_4_1,TCDB,TCDB.2_A_67_4_1_comp1
G_2_A_61_1_3_comp1,P_2_A_61_1_3_comp1,R_2_A_61_1_3,TCDB,TCDB.2_A_61_1_3_comp1
G_1_E_2_1_3_comp1,P_1_E_2_1_3_comp1,R_1_E_2_1_3,TCDB,TCDB.1_E_2_1_3_comp1
G_4_B_1_1_2_comp1,P_4_B_1_1_2_comp1+4_B_1_1_2_comp2,R_4_B_1_1_2,TCDB,TCDB.4_B_1_1_2_comp1
G_4_B_1_1_2_comp2,P_4_B_1_1_2_comp1+4_B_1_1_2_comp2,R_4_B_1_1_2,TCDB,TCDB.4_B_1_1_2_comp2
G_3_A_11_2_2_comp1,P_3_A_11_2_2_comp1+3_A_11_2_2_comp2,R_3_A_11_2_2,TCDB,TCDB.3_A_11_2_2_comp1
G_3_A_11_2_2_comp2,P_3_A_11_2_2_comp1+3_A_11_2_2_comp2,R_3_A_11_2_2,TCDB,TCDB.3_A_11_2_2_comp2
G_2_A_56_1_3_comp1,P_2_A_56_1_3_comp1+2_A_56_1_3_comp2,R_2_A_56_1_3,TCDB,TCDB.2_A_56_1_3_comp1
G_2_A_56_1_3_comp2,P_2_A_56_1_3_comp1+2_A_56_1_3_comp2,R_2_A_56_1_3,TCDB,TCDB.2_A_56_1_3_comp2
G_1_B_14_2_11_comp1,P_1_B_14_2_11_comp1,R_1_B_14_2_11,TCDB,TCDB.1_B_14_2_11_comp1
G_3_A_1_17_3_comp1,P_3_A_1_17_3_comp1+3_A_1_17_3_comp2+3_A_1_17_3_comp3,R_3_A_1_17_3,TCDB,TCDB.3_A_1_17_3_comp1
G_3_A_1_17_3_comp2,P_3_A_1_17_3_comp1+3_A_1_17_3_comp2+3_A_1_17_3_comp3,R_3_A_1_17_3,TCDB,TCDB.3_A_1_17_3_comp2
G_3_A_1_17_3_comp3,P_3_A_1_17_3_comp1+3_A_1_17_3_comp2+3_A_1_17_3_comp3,R_3_A_1_17_3,TCDB,TCDB.3_A_1_17_3_comp3
G_9_A_41_1_1_comp1,P_9_A_41_1_1_comp1+9_A_41_1_1_comp2,R_9_A_41_1_1,TCDB,TCDB.9_A_41_1_1_comp1
G_9_A_41_1_1_comp2,P_9_A_41_1_1_comp1+9_A_41_1_1_comp2,R_9_A_41_1_1,TCDB,TCDB.9_A_41_1_1_comp2
G_2_A_1_6_12_comp1,P_2_A_1_6_12_comp1,R_2_A_1_6_12,TCDB,TCDB.2_A_1_6_12_comp1
G_2_A_16_1_2_comp1,P_2_A_16_1_2_comp1,R_2_A_16_1_2,TCDB,TCDB.2_A_16_1_2_comp1
G_9_B_104_1_7_comp1,P_9_B_104_1_7_comp1,R_9_B_104_1_7,TCDB,TCDB.9_B_104_1_7_comp1
G_5_A_3_4_4_comp1,P_5_A_3_4_4_comp1+5_A_3_4_4_comp2,R_5_A_3_4_4,TCDB,TCDB.5_A_3_4_4_comp1
G_5_A_3_4_4_comp2,P_5_A_3_4_4_comp1+5_A_3_4_4_comp2,R_5_A_3_4_4,TCDB,TCDB.5_A_3_4_4_comp2
G_1_B_14_2_12_comp1,P_1_B_14_2_12_comp1+1_B_14_2_12_comp2,R_1_B_14_2_12,TCDB,TCDB.1_B_14_2_12_comp1
G_1_B_14_2_12_comp2,P_1_B_14_2_12_comp1+1_B_14_2_12_comp2,R_1_B_14_2_12,TCDB,TCDB.1_B_14_2_12_comp2
G_1_B_14_7_3_comp1,P_1_B_14_7_3_comp1,R_1_B_14_7_3,TCDB,TCDB.1_B_14_7_3_comp1
G_1_B_17_3_7_comp1,P_1_B_17_3_7_comp1,R_1_B_17_3_7,TCDB,TCDB.1_B_17_3_7_comp1
G_1_B_20_3_1_comp1,P_1_B_20_3_1_comp1,R_1_B_20_3_1,TCDB,TCDB.1_B_20_3_1_comp1
G_2_A_53_2_2_comp1,P_2_A_53_2_2_comp1,R_2_A_53_2_2,TCDB,TCDB.2_A_53_2_2_comp1
G_1_B_12_3_2_comp1,P_1_B_12_3_2_comp1,R_1_B_12_3_2,TCDB,TCDB.1_B_12_3_2_comp1
G_2_A_19_5_1_comp1,P_2_A_19_5_1_comp1,R_2_A_19_5_1,TCDB,TCDB.2_A_19_5_1_comp1
G_9_B_14_1_2_comp1,P_9_B_14_1_2_comp1,R_9_B_14_1_2,TCDB,TCDB.9_B_14_1_2_comp1
G_1_B_11_5_1_comp1,P_1_B_11_5_1_comp1,R_1_B_11_5_1,TCDB,TCDB.1_B_11_5_1_comp1
G_2_A_61_1_2_comp1,P_2_A_61_1_2_comp1,R_2_A_61_1_2,TCDB,TCDB.2_A_61_1_2_comp1
G_1_B_12_1_5_comp1,P_1_B_12_1_5_comp1,R_1_B_12_1_5,TCDB,TCDB.1_B_12_1_5_comp1
G_2_A_85_1_3_comp1,P_2_A_85_1_3_comp1,R_2_A_85_1_3,TCDB,TCDB.2_A_85_1_3_comp1
G_2_A_3_8_17_comp1,P_2_A_3_8_17_comp1,R_2_A_3_8_17,TCDB,TCDB.2_A_3_8_17_comp1
G_9_B_118_1_1_comp1,P_9_B_118_1_1_comp1,R_9_B_118_1_1,TCDB,TCDB.9_B_118_1_1_comp1
G_2_A_1_10_2_comp1,P_2_A_1_10_2_comp1,R_2_A_1_10_2,TCDB,TCDB.2_A_1_10_2_comp1
G_1_B_10_3_1_comp1,P_1_B_10_3_1_comp1,R_1_B_10_3_1,TCDB,TCDB.1_B_10_3_1_comp1
G_8_B_1_2_1_comp1,P_8_B_1_2_1_comp1,R_8_B_1_2_1,TCDB,TCDB.8_B_1_2_1_comp1
G_8_B_1_1_1_comp1,P_8_B_1_1_1_comp1,R_8_B_1_1_1,TCDB,TCDB.8_B_1_1_1_comp1
G_5_A_1_2_1_comp1,P_5_A_1_2_1_comp1,R_5_A_1_2_1,TCDB,TCDB.5_A_1_2_1_comp1
G_9_B_42_1_1_comp1,P_9_B_42_1_1_comp1+9_B_42_1_1_comp2,R_9_B_42_1_1,TCDB,TCDB.9_B_42_1_1_comp1
G_9_B_42_1_1_comp2,P_9_B_42_1_1_comp1+9_B_42_1_1_comp2,R_9_B_42_1_1,TCDB,TCDB.9_B_42_1_1_comp2
G_9_B_42_1_3_comp1,P_9_B_42_1_3_comp1,R_9_B_42_1_3,TCDB,TCDB.9_B_42_1_3_comp1
G_1_B_22_1_3_comp1,P_1_B_22_1_3_comp1+1_B_22_1_3_comp2,R_1_B_22_1_3,TCDB,TCDB.1_B_22_1_3_comp1
G_1_B_22_1_3_comp2,P_1_B_22_1_3_comp1+1_B_22_1_3_comp2,R_1_B_22_1_3,TCDB,TCDB.1_B_22_1_3_comp2
G_3_A_1_3_26_comp1,P_3_A_1_3_26_comp1+3_A_1_3_26_comp2+3_A_1_3_26_comp3+3_A_1_3_26_comp4,R_3_A_1_3_26,TCDB,TCDB.3_A_1_3_26_comp1
G_3_A_1_3_26_comp2,P_3_A_1_3_26_comp1+3_A_1_3_26_comp2+3_A_1_3_26_comp3+3_A_1_3_26_comp4,R_3_A_1_3_26,TCDB,TCDB.3_A_1_3_26_comp2
G_3_A_1_3_26_comp3,P_3_A_1_3_26_comp1+3_A_1_3_26_comp2+3_A_1_3_26_comp3+3_A_1_3_26_comp4,R_3_A_1_3_26,TCDB,TCDB.3_A_1_3_26_comp3
G_3_A_1_3_26_comp4,P_3_A_1_3_26_comp1+3_A_1_3_26_comp2+3_A_1_3_26_comp3+3_A_1_3_26_comp4,R_3_A_1_3_26,TCDB,TCDB.3_A_1_3_26_comp4
G_9_B_65_1_1_comp1,P_9_B_65_1_1_comp1,R_9_B_65_1_1,TCDB,TCDB.9_B_65_1_1_comp1
G_3_A_1_204_17_comp1,P_3_A_1_204_17_comp1,R_3_A_1_204_17,TCDB,TCDB.3_A_1_204_17_comp1
G_3_A_1_204_12_comp1,P_3_A_1_204_12_comp1,R_3_A_1_204_12,TCDB,TCDB.3_A_1_204_12_comp1
G_1_B_8_1_3_comp1,P_1_B_8_1_3_comp1,R_1_B_8_1_3,TCDB,TCDB.1_B_8_1_3_comp1
G_1_B_8_1_12_comp1,P_1_B_8_1_12_comp1,R_1_B_8_1_12,TCDB,TCDB.1_B_8_1_12_comp1
G_1_C_115_1_6_comp1,P_1_C_115_1_6_comp1,R_1_C_115_1_6,TCDB,TCDB.1_C_115_1_6_comp1
G_2_A_59_1_2_comp1,P_2_A_59_1_2_comp1,R_2_A_59_1_2,TCDB,TCDB.2_A_59_1_2_comp1
G_1_B_11_3_10_comp1,P_1_B_11_3_10_comp1,R_1_B_11_3_10,TCDB,TCDB.1_B_11_3_10_comp1
G_1_B_33_1_2_comp1,P_1_B_33_1_2_comp1,R_1_B_33_1_2,TCDB,TCDB.1_B_33_1_2_comp1
G_1_B_1_3_1_comp1,P_1_B_1_3_1_comp1,R_1_B_1_3_1,TCDB,TCDB.1_B_1_3_1_comp1
G_2_A_17_3_2_comp1,P_2_A_17_3_2_comp1,R_2_A_17_3_2,TCDB,TCDB.2_A_17_3_2_comp1
G_1_C_4_8_2_comp1,P_1_C_4_8_2_comp1,R_1_C_4_8_2,TCDB,TCDB.1_C_4_8_2_comp1
G_2_A_17_4_9_comp1,P_2_A_17_4_9_comp1,R_2_A_17_4_9,TCDB,TCDB.2_A_17_4_9_comp1
G_1_C_8_1_4_comp1,P_1_C_8_1_4_comp1,R_1_C_8_1_4,TCDB,TCDB.1_C_8_1_4_comp1
G_1_C_59_2_1_comp1,P_1_C_59_2_1_comp1,R_1_C_59_2_1,TCDB,TCDB.1_C_59_2_1_comp1
G_9_A_14_2_7_comp1,P_9_A_14_2_7_comp1,R_9_A_14_2_7,TCDB,TCDB.9_A_14_2_7_comp1
G_9_A_14_13_45_comp1,P_9_A_14_13_45_comp1,R_9_A_14_13_45,TCDB,TCDB.9_A_14_13_45_comp1
G_1_A_9_2_1_comp1,P_1_A_9_2_1_comp1,R_1_A_9_2_1,TCDB,TCDB.1_A_9_2_1_comp1
G_2_A_1_3_9_comp1,P_2_A_1_3_9_comp1,R_2_A_1_3_9,TCDB,TCDB.2_A_1_3_9_comp1
G_2_A_1_3_25_comp1,P_2_A_1_3_25_comp1,R_2_A_1_3_25,TCDB,TCDB.2_A_1_3_25_comp1
G_2_A_68_1_1_comp1,P_2_A_68_1_1_comp1,R_2_A_68_1_1,TCDB,TCDB.2_A_68_1_1_comp1
G_2_A_7_17_2_comp1,P_2_A_7_17_2_comp1,R_2_A_7_17_2,TCDB,TCDB.2_A_7_17_2_comp1
G_8_A_25_1_4_comp1,P_8_A_25_1_4_comp1,R_8_A_25_1_4,TCDB,TCDB.8_A_25_1_4_comp1
G_1_C_85_3_1_comp1,P_1_C_85_3_1_comp1,R_1_C_85_3_1,TCDB,TCDB.1_C_85_3_1_comp1
G_3_A_5_5_1_comp1,P_3_A_5_5_1_comp1,R_3_A_5_5_1,TCDB,TCDB.3_A_5_5_1_comp1
G_1_B_8_1_4_comp1,P_1_B_8_1_4_comp1,R_1_B_8_1_4,TCDB,TCDB.1_B_8_1_4_comp1
G_4_A_3_2_2_comp1,P_4_A_3_2_2_comp1+4_A_3_2_2_comp2+4_A_3_2_2_comp3,R_4_A_3_2_2,TCDB,TCDB.4_A_3_2_2_comp1
G_4_A_3_2_2_comp2,P_4_A_3_2_2_comp1+4_A_3_2_2_comp2+4_A_3_2_2_comp3,R_4_A_3_2_2,TCDB,TCDB.4_A_3_2_2_comp2
G_4_A_3_2_2_comp3,P_4_A_3_2_2_comp1+4_A_3_2_2_comp2+4_A_3_2_2_comp3,R_4_A_3_2_2,TCDB,TCDB.4_A_3_2_2_comp3
G_2_A_1_1_106_comp1,P_2_A_1_1_106_comp1,R_2_A_1_1_106,TCDB,TCDB.2_A_1_1_106_comp1
G_2_A_3_1_5_comp1,P_2_A_3_1_5_comp1,R_2_A_3_1_5,TCDB,TCDB.2_A_3_1_5_comp1
G_9_B_121_2_4_comp1,P_9_B_121_2_4_comp1,R_9_B_121_2_4,TCDB,TCDB.9_B_121_2_4_comp1
G_2_A_85_1_2_comp1,P_2_A_85_1_2_comp1,R_2_A_85_1_2,TCDB,TCDB.2_A_85_1_2_comp1
G_8_A_1_7_1_comp1,P_8_A_1_7_1_comp1,R_8_A_1_7_1,TCDB,TCDB.8_A_1_7_1_comp1
G_9_B_87_1_12_comp1,P_9_B_87_1_12_comp1,R_9_B_87_1_12,TCDB,TCDB.9_B_87_1_12_comp1
G_1_B_33_3_7_comp1,P_1_B_33_3_7_comp1,R_1_B_33_3_7,TCDB,TCDB.1_B_33_3_7_comp1
G_2_A_60_1_1_comp1,P_2_A_60_1_1_comp1,R_2_A_60_1_1,TCDB,TCDB.2_A_60_1_1_comp1
G_2_A_60_1_14_comp1,P_2_A_60_1_14_comp1,R_2_A_60_1_14,TCDB,TCDB.2_A_60_1_14_comp1
G_3_A_12_1_2_comp1,P_3_A_12_1_2_comp1,R_3_A_12_1_2,TCDB,TCDB.3_A_12_1_2_comp1
G_3_A_1_115_1_comp1,P_3_A_1_115_1_comp1+3_A_1_115_1_comp2,R_3_A_1_115_1,TCDB,TCDB.3_A_1_115_1_comp1
G_3_A_1_115_1_comp2,P_3_A_1_115_1_comp1+3_A_1_115_1_comp2,R_3_A_1_115_1,TCDB,TCDB.3_A_1_115_1_comp2
G_3_D_3_4_1_comp1,P_3_D_3_4_1_comp1+3_D_3_4_1_comp2+3_D_3_4_1_comp3,R_3_D_3_4_1,TCDB,TCDB.3_D_3_4_1_comp1
G_3_D_3_4_1_comp2,P_3_D_3_4_1_comp1+3_D_3_4_1_comp2+3_D_3_4_1_comp3,R_3_D_3_4_1,TCDB,TCDB.3_D_3_4_1_comp2
G_3_D_3_4_1_comp3,P_3_D_3_4_1_comp1+3_D_3_4_1_comp2+3_D_3_4_1_comp3,R_3_D_3_4_1,TCDB,TCDB.3_D_3_4_1_comp3
G_3_A_1_12_2_comp1,P_3_A_1_12_2_comp1+3_A_1_12_2_comp2+3_A_1_12_2_comp3,R_3_A_1_12_2,TCDB,TCDB.3_A_1_12_2_comp1
